1,2,3,4,5,6,7,8,9,10,
Katholische Schule Sankt Ludwig ,Raphael (komm.) Modehn,kontakt@ludwig-gs.de,
Eduard-Mörike-Schule ,Beatrice Westphal,eduard-moerike@freenet.de,
Aziz-Nesin-Grundschule,Demet Siemund,	Sekretariat@aziz-nesin.schule.berlin.de,
Evangelische Schule Wilmersdorf ,Christiane Machnow,info@evgruwi.de,
Konkordia-Grundschule,Michael Buttkus,Konkordia-Grundschule@web.de,
BEST-Sabel-Grundschule Mahlsdorf,Susan Nixdorf,grundschule@best-sabel.de,
Evangelische Schule Frohnau,Christine Behnken,	sekretariat@ev-frohnau.de,
Jane-Goodall-Grundschule,Eva-Maria Sonnick-Ritter,sekretariat@jane-goodall.schule.berlin.de,
Schmöckwitzer Insel-Schule ,Kerstin Sander,grundschule-schmoeckwitz@gmx.de,
Georg-Zacharias-Grundschule,Meike 	Nandico,44.Grundschule-Pankow@web.de,
Christburg Campus gGmbH,Joke (G); Adler Henninger,Geschaeftsfuehrung@Christburg-Campus.de,
Ringelnatz-Grundschule,Katrin Dr. Jeschke,sekretariat@ringelnatz-grundschule.de,
dreieins-Grundschule Berlin-Pankow,Ahmed Mohsen,grundschule-pankow@dreieins.org,
Gustav-Dreyer-Grundschule,Norbert Vaterrodt,schulleitung@gustav-dreyer-schule.de,
Löwenzahn-Schule ,Utta Kioschis,	sekretariat@loewenzahn.schule.berlin.de,
Hoffmann-von-Fallersleben-Grundschule,Frank-Volker Krumrick,	Sekretariat@hvfg.schule.berlin.de,
Mosaik-Grundschule,Muhammet Ali Bulut,grundschule@mosaik-gs.com,
Otfried-Preußler-Grundschule,Dorothea Ferrari,	sekretariat@ops.schule.berlin.de,
Grundschule am Schleipfuhl,Hendrik Zeidler,	schulleitung@schleipfuhl.schule.berlin.de,
Grundschule an der Wuhle,Hannelore Neumann,grundschulea.d.wuhle@gmx.de,
Havelmüller-Grundschule,Gaby Plachy,	12G01@12G01.schule.berlin.de,
Grundschule am Schäfersee,Anja Fritsch,schulleitung@schaefersee-grundschule.de,
Reginhard-Grundschule,Antje Mikolajski,,
Till-Eulenspiegel-Grundschule,Berthold Seibt,sekretariat@eulenspiegel-schule-berlin.de,
Kolumbus-Grundschule,Sylvia Betzing,Kolumbus-Grundschule@t-online.de,
Mark-Twain-Grundschule,Christine Paetzel,schulleitung@twainmail.de,
Beatrix-Potter-Grundschule,Barbara Reich,	Sekretariat@beatrix-potter.schule.berlin.de,
Pusteblume-Grundschule,Ute 	Winterberg,sekretariat@pusteblume-Grundschule.de,
Bücherwurm-Schule am Weiher ,Elke (stellv.) Woltmann,	schulleitung@buecherwurm.schule.berlin.de,
Kolibri-Grundschule,Anke Peters,10G22@10G22.schule.berlin.de,
Theodor-Storm-Schule ,Margret Walz,sekretariat@theodor-storm.schuel.berlin.de,
Elbe-Schule ,Sabine Weber,berlin-08g05@versanet.de,
Matthias-Claudius-Schule ,Heike Sollmer,post@mcgs.berlin,
Rudolf-Hildebrand-Grundschule,Michael Nordgerling,sekretariat@rhg.schule.berlin.de,
Annedore-Leber-Grundschule, Adamzik,		Schulleitung@algs.schule.berlin.de,
Peter-Härtling-Grundschule,Peter Mosler,		sekretariat@peter-haertling.schule.berlin.de,
Schule am Birkenhof,Mike Finger,	info@schule-am-birkenhof.de,
Schule im Ostseekarree ,Torsten (komm.) 	Leschke,		Sekretariat@11G10.schule.berlin.de,
Schule am Wäldchen ,Frank Thoenelt,11G25@11g25.schule.berlin.de,
Feldmark-Schule , N.N.,sekretariat@feldmark.schule.berlin.de,
Schule am Mohnweg ,Heike Sprössel,sekretariat@mohnweg.schule.berlin.de,
Grundschule an der Bäke,Irina Wißmann,info@baeke.net,
Grundschule am Karpfenteich,Susanne Möllenberg,info@karpfenteich.schule.berlin.de,
Schätzelberg-Grundschule,Monika Hellwig,	07g23@07g23.schule.berlin.de,
Erich-Kästner-Grundschule,Ralf König,sekretariat@eks.schule.berlin.de,
Evangelische Schule Pankow ,Gunnar Hermann,info@ev-schule-pankow.de,
Evangelische Grundschule Friedrichshagen,Elmar Springer,buero@ev-schule-friedrichshagen.de,
Eichendorff-Grundschule,Ben Nusbaum,sekretariat@eichendorff.schule.berlin.de,
Wald-Grundschule,Anke Wierschin-Titel,sekretariat@wald-grundschule.de,
Heinrich-Zille-Grundschule,Birgit 	Braun,Heinrich-Zille-GS@web.de,
Adolf-Glaßbrenner-Grundschule,Peter Rahrbach,Adolf-Glassbrenner-Schule@web.de,
Clara-Grunwald-Grundschule,Katja 	Eichert-Rakette,clara-grunwald-gs@gmx.de,
Rixdorfer Schule ,Andreas Kolbe,berlin.08G01@t-online.de,
Humboldthain-Grundschule,Yvonne Bluhm,	sekretariat@humboldthain.schule.berlin.de,
Heinrich-Seidel-Grundschule,Katharina Konitzer,info@hsgs.berlin,
Gustav-Falke-Grundschule,Sabine Gryczke,info@gustav-falke-schule.de,
Vineta-Grundschule,Dagmar (stellv.) 	Höppe,	info@vineta.schule.berlin.de,
Schule am Buntzelberg ,Diana Hellwig,	sekretariat@schule.buntzelberg.berlin.de,
Regenbogen-Schule ,Angela Dr. Kuttner,schulleitung@regenbogen.schule.berlin.de,
Schliemann-Grundschule,Marco (komm.) Guhl,sekretariat@schliemann-grundschule.de,
Peter-Petersen-Schule , ,info@pps-berlin.de,
Bruno-Taut-Schule ,Julia Wilmes,Berlin_08G13@versanet.de,
Konrad-Agahd-Schule ,Simone Schützmann,	schulleitung@schule.agahd.berlin.de,
Hermann-Sander-Schule ,Rita Howe,	sekretariat@h-sander.schule.berlin.de,
Hugo-Heimann-Schule ,Karin Töpfer,	sekretariat@hugoheimann.schule.berlin.de,
Richard-Schule ,Marita Stolt,	08G17@o8G17.schule.berlin.de,
Sonnen-Schule ,Karoline Pocko Moukoury,	sekretariat@sonnen.schule.berlin.de,
Schule in der Köllnischen Heide ,Astrid-Sabine Busse,grundheide@t-online.de,
Schule am Ginkobaum ,Nikolaus Hahn,	Sekretariat@ginkobaum.schule.berlin.de,
Berlin Bilingual School ,Sina Bellmann,info@berlin-bilingual.de,
Schule an der alten Feuerwache ,Michaela Gewand,Sekretariat@09G07.schule.berlin.de,
Grundschule am Brandwerder,Stephanie Lehmann,sekretariat@brandwerder.de,
Grundschule am Windmühlenberg,Susanne Schäfer,sekretariat@schuleamwindmuehlenberg.de,
Grundschule am Amalienhof,Ines Lemke,amalienhof-grundschule@web.de,
Johann-Peter-Hebel-Grundschule,Angela Jesse,verwaltung@hebelschule-berlin.de,
Ernst-Habermann-Grundschule, N.N.,schule@ernst-habermann.de,
Grundschule am Rüdesheimer Platz,Christin Behrend,Sekretariat@garp.schule.berlin.de,
Halensee-Grundschule,Paula (stellv.) Steinbeiß,sekretariat@halensee.schule.berlin.de,
Grunewald-Grundschule,Ruth Stephan,sekretariat@grunewald.schule.berlin.de,
Carl-Orff-Grundschule,Domenica Acri,sekretariat@carl-orff-gs.de,
Birger-Forell-Grundschule,Stefanie Djamchidi,post@birger-forell-grundschule.de,
47. Schule ,Anke Mauersberger,info@schuleanderstrauchwiese.de,
KreativitätsGrundschule Berlin Treptow,Christiane (komm.) 	Schröter,schule-treptow@krea-schulzentrum.de,
Freie Schule Anne-Sophie Berlin,Sabine Dr. Marsch,info.berlin@freie-schule-anne-sophie.de,
Evangelische Schule Berlin-Friedrichshain ,Sonja Klotz,info@ev-schule-friedrichshain.de,
Freie Georgschule ,Annerose Zora,verwaltung@freie-georgschule.de,
Rosa-Parks-Grundschule,Holger 	Hänel,mail@rosa-parks-grundschule.de,
dreieins-Grundschule Berlin-Kaulsdorf,Gabriele Grieger,	grundschule-kaulsdorf@dreieins.org,
Montessori Campus am Tegeler Forst,Ulrike Seidel,info@montessori-heiligensee.de,
Internationale Montessorischule Berlin ,John Tyson,	jtyson@montessori-friends.de,
Schule am Heidekampgraben ,Marlies 	Terrey,kontakt@heidekampgraben.de,
Schule am Wildgarten,Ada Schulz-Herger,foerderzentrum.trep-koep@t-online.de,
Grundschule am Stadtpark Steglitz,Matthias Meyer,sekretariat06g32@gmx.de,
Evangelische Schule Berlin Buch ,Thomas Moldenhauer,buero@ev-schule-buch.de,
Ecole Voltaire ,Damien Laurent Durrenberger,verein@ecolevoltaire.de,
Friedrich-Drake-Grundschule,Frauke Landmann,buero@f-d-gs.de,
Kiefholz-Grundschule,Claudia Vogt,	sekretariat@kiefholz.schule.berlin.de,
34. Schule ,Beate Bahr,10G34@10G34.schule.berlin.de,
Blumen-Grundschule,Karin 	Laurenz,buero@36-grundschule.de,
Kristall Grundschule,Barbara van de Weyer,kristall-gs@tjfbg.de,
Schmetterlings-Grundschule,Cordula Miotke,Sekretariat@11G31.schule.berlin.de,
Berlin British School ,Caitriona Phelan-Körnig,info@berlinbritishschool.de,
Birken-Grundschule,Anke Seidenschnur,sekretariat@05G30.schule.berlin.de,
Freie Schule Schöneberg , Siegel,info@freie-schule-schoeneberg.de,
Schule am Grüngürtel,Anke Seidenschnur,	sekretariat@05G30.schule.berlin.de,
Stephanus-Grundschule,Mechthild Blasczyk,mechthild.blasczyk@stephanus.org,
Hans-Rosenthal-Grundschule,Sabina Ballauf,11G32@11G32.schule.berlin.de,
33. Schule ,Thurid 	Dietmann,11G33@11G33.schule.berlin.de,
34. Schule ,Katja Straßburg,plantage34@gmx.de,
Jewish International School,Michele Tichauer,schule@masorti.de,
34. Schule ,Guido (komm.) Richter,11G34@11G34.schule.berlin.de,
35. Schule ,Florian Dettmer,11g35@11g35.schule.berlin.de,
48. Schule ,Gabriele Dr. Woithe,01G48@01G48.schule.berlin.de,
Naturschule am Brosepark, N.N.,kontakt@naturschule-im-stadtgut.de,
31. Schule ,Jana Saenger,09g31@09g31.schule.berlin.de,
48. Schule ,Sandra Scheffel,	03g48@03g48.schule.berlin.de,
36. Schule ,Tim Maier,11G3@11G36.schule.berlin.de,
